ticket_id,customer_id,technician_id,node_id,priority,status,issue_type,date_created,date_resolved
TICK00199,CUST0121,TECH0172,NODE0130,High,Open,Configuration,2023-12-15 00:00:00,
TICK00200,CUST0115,TECH0056,NODE0039,Critical,Closed,Billing,2023-11-13 00:00:00,2023-11-17 00:00:00
TICK00201,CUST0097,TECH0012,NODE0105,Low,Open,Connectivity,2023-11-06 00:00:00,
TICK00202,CUST0053,TECH0191,NODE0178,Medium,In Progress,Hardware Failure,2023-10-28 00:00:00,
TICK00203,CUST0060,TECH0155,NODE0044,High,Resolved,Service Outage,2023-12-25 00:00:00,2023-12-27 00:00:00
TICK00204,CUST0051,TECH0170,NODE0011,Critical,In Progress,Configuration,2024-01-17 00:00:00,
TICK00205,CUST0023,TECH0002,NODE0122,Low,In Progress,Billing,2024-01-11 00:00:00,
TICK00206,CUST0008,TECH0126,NODE0116,Medium,In Progress,Connectivity,2024-01-24 00:00:00,
TICK00207,CUST0084,TECH0138,NODE0070,High,In Progress,Hardware Failure,2024-02-06 00:00:00,
TICK00208,CUST0154,TECH0120,NODE0179,Critical,Closed,Service Outage,2023-10-31 00:00:00,2023-11-05 00:00:00
TICK00209,CUST0137,TECH0017,NODE0146,Low,Open,Configuration,2024-02-24 00:00:00,
TICK00210,CUST0188,TECH0075,NODE0057,Medium,In Progress,Billing,2023-11-22 00:00:00,
TICK00211,CUST0141,TECH0173,NODE0083,High,Resolved,Connectivity,2024-01-05 00:00:00,2024-01-27 00:00:00
TICK00212,CUST0145,TECH0127,NODE0063,Critical,Resolved,Hardware Failure,2024-03-21 00:00:00,2024-03-30 00:00:00
TICK00213,CUST0054,TECH0031,NODE0198,Low,Closed,Service Outage,2023-11-09 00:00:00,2023-11-24 00:00:00
TICK00214,CUST0116,TECH0065,NODE0003,Medium,Open,Configuration,2023-12-27 00:00:00,
TICK00215,CUST0006,TECH0070,NODE0188,High,Resolved,Billing,2024-03-21 00:00:00,2024-03-31 00:00:00
TICK00216,CUST0093,TECH0137,NODE0187,Critical,In Progress,Connectivity,2024-02-02 00:00:00,
TICK00217,CUST0160,TECH0041,NODE0101,Low,Open,Hardware Failure,2023-10-09 00:00:00,
TICK00218,CUST0174,TECH0007,NODE0107,Medium,Open,Service Outage,2024-01-27 00:00:00,
TICK00219,CUST0113,TECH0109,NODE0022,High,In Progress,Configuration,2024-03-04 00:00:00,
TICK00220,CUST0044,TECH0108,NODE0104,Critical,Closed,Billing,2023-10-03 00:00:00,2023-10-16 00:00:00
TICK00221,CUST0153,TECH0120,NODE0149,Low,In Progress,Connectivity,2023-11-06 00:00:00,
TICK00222,CUST0148,TECH0181,NODE0112,Medium,In Progress,Hardware Failure,2024-02-11 00:00:00,
TICK00223,CUST0066,TECH0001,NODE0025,High,Closed,Service Outage,2023-10-14 00:00:00,2023-11-06 00:00:00
TICK00224,CUST0122,TECH0191,NODE0123,Critical,In Progress,Configuration,2024-02-26 00:00:00,
TICK00225,CUST0062,TECH0055,NODE0176,Low,In Progress,Billing,2023-11-30 00:00:00,
TICK00226,CUST0105,TECH0168,NODE0177,Medium,Resolved,Connectivity,2023-12-23 00:00:00,2024-01-01 00:00:00
TICK00227,CUST0078,TECH0100,NODE0046,High,In Progress,Hardware Failure,2023-12-16 00:00:00,
TICK00228,CUST0124,TECH0097,NODE0163,Critical,In Progress,Service Outage,2023-12-11 00:00:00,
TICK00229,CUST0014,TECH0123,NODE0012,Low,Open,Configuration,2023-10-19 00:00:00,
TICK00230,CUST0014,TECH0193,NODE0100,Medium,In Progress,Billing,2024-01-27 00:00:00,
TICK00231,CUST0039,TECH0091,NODE0128,High,Open,Connectivity,2023-12-31 00:00:00,
TICK00232,CUST0061,TECH0014,NODE0006,Critical,In Progress,Hardware Failure,2023-11-15 00:00:00,
TICK00233,CUST0135,TECH0011,NODE0149,Low,Open,Service Outage,2023-12-09 00:00:00,
TICK00234,CUST0123,TECH0127,NODE0182,Medium,In Progress,Configuration,2024-01-05 00:00:00,
TICK00235,CUST0075,TECH0011,NODE0169,High,Open,Billing,2024-01-01 00:00:00,
TICK00236,CUST0015,TECH0132,NODE0129,Critical,Open,Connectivity,2023-11-16 00:00:00,
TICK00237,CUST0015,TECH0035,NODE0111,Low,Closed,Hardware Failure,2024-01-28 00:00:00,2024-02-07 00:00:00
TICK00238,CUST0140,TECH0172,NODE0012,Medium,Open,Service Outage,2024-01-27 00:00:00,
TICK00239,CUST0188,TECH0060,NODE0163,High,In Progress,Configuration,2023-12-06 00:00:00,
TICK00240,CUST0015,TECH0037,NODE0129,Critical,In Progress,Billing,2023-11-26 00:00:00,
TICK00241,CUST0109,TECH0121,NODE0177,Low,Closed,Connectivity,2023-12-19 00:00:00,2024-01-08 00:00:00
TICK00242,CUST0112,TECH0152,NODE0013,Medium,Resolved,Hardware Failure,2023-11-05 00:00:00,2023-11-24 00:00:00
TICK00243,CUST0041,TECH0017,NODE0173,High,Resolved,Service Outage,2023-12-12 00:00:00,2024-01-11 00:00:00
TICK00244,CUST0127,TECH0062,NODE0166,Critical,In Progress,Configuration,2023-10-19 00:00:00,
TICK00245,CUST0129,TECH0067,NODE0011,Low,In Progress,Billing,2023-12-11 00:00:00,
TICK00246,CUST0027,TECH0100,NODE0093,Medium,Open,Connectivity,2024-02-05 00:00:00,
TICK00247,CUST0094,TECH0122,NODE0146,High,Open,Hardware Failure,2024-02-26 00:00:00,
TICK00248,CUST0024,TECH0164,NODE0114,Critical,In Progress,Service Outage,2024-03-07 00:00:00,
TICK00249,CUST0086,TECH0056,NODE0086,Low,Resolved,Configuration,2023-11-02 00:00:00,2023-12-01 00:00:00
TICK00250,CUST0173,TECH0147,NODE0094,Medium,Open,Billing,2023-12-06 00:00:00,
TICK00251,CUST0085,TECH0061,NODE0038,High,Resolved,Connectivity,2023-10-26 00:00:00,2023-11-19 00:00:00
TICK00252,CUST0139,TECH0103,NODE0009,Critical,Open,Hardware Failure,2024-02-24 00:00:00,
TICK00253,CUST0133,TECH0006,NODE0038,Low,Closed,Service Outage,2024-01-17 00:00:00,2024-02-01 00:00:00
TICK00254,CUST0122,TECH0035,NODE0021,Medium,In Progress,Configuration,2024-03-07 00:00:00,
TICK00255,CUST0009,TECH0114,NODE0176,High,Resolved,Billing,2023-11-10 00:00:00,2023-11-23 00:00:00
TICK00256,CUST0197,TECH0062,NODE0016,Critical,In Progress,Connectivity,2024-01-18 00:00:00,
TICK00257,CUST0054,TECH0055,NODE0049,Low,In Progress,Hardware Failure,2024-01-05 00:00:00,
TICK00258,CUST0158,TECH0170,NODE0189,Medium,In Progress,Service Outage,2023-10-19 00:00:00,
TICK00259,CUST0159,TECH0144,NODE0126,High,In Progress,Configuration,2023-12-14 00:00:00,
TICK00260,CUST0047,TECH0028,NODE0045,Critical,Resolved,Billing,2023-11-29 00:00:00,2023-12-12 00:00:00
TICK00261,CUST0182,TECH0189,NODE0136,Low,Resolved,Connectivity,2024-01-02 00:00:00,2024-01-29 00:00:00
TICK00262,CUST0166,TECH0175,NODE0090,Medium,In Progress,Hardware Failure,2023-10-19 00:00:00,
TICK00263,CUST0119,TECH0117,NODE0159,High,Closed,Service Outage,2023-10-27 00:00:00,2023-11-20 00:00:00
TICK00264,CUST0086,TECH0067,NODE0155,Critical,Resolved,Configuration,2023-10-27 00:00:00,2023-11-09 00:00:00
TICK00265,CUST0036,TECH0015,NODE0043,Low,In Progress,Billing,2024-02-22 00:00:00,
TICK00266,CUST0015,TECH0162,NODE0107,Medium,Open,Connectivity,2023-12-19 00:00:00,
TICK00267,CUST0018,TECH0080,NODE0019,High,Resolved,Hardware Failure,2023-11-12 00:00:00,2023-11-13 00:00:00
TICK00268,CUST0086,TECH0172,NODE0084,Critical,Resolved,Service Outage,2023-11-23 00:00:00,2023-12-11 00:00:00
TICK00269,CUST0156,TECH0094,NODE0053,Low,Open,Configuration,2023-10-27 00:00:00,
TICK00270,CUST0058,TECH0163,NODE0153,Medium,Closed,Billing,2024-01-16 00:00:00,2024-02-06 00:00:00
TICK00271,CUST0018,TECH0077,NODE0098,High,In Progress,Connectivity,2023-11-02 00:00:00,
TICK00272,CUST0107,TECH0164,NODE0116,Critical,In Progress,Hardware Failure,2023-11-21 00:00:00,
TICK00273,CUST0111,TECH0119,NODE0089,Low,Open,Service Outage,2023-12-13 00:00:00,
TICK00274,CUST0089,TECH0048,NODE0046,Medium,In Progress,Configuration,2023-10-24 00:00:00,
TICK00275,CUST0185,TECH0157,NODE0110,High,In Progress,Billing,2023-12-08 00:00:00,
TICK00276,CUST0108,TECH0009,NODE0108,Critical,Closed,Connectivity,2024-01-15 00:00:00,2024-02-06 00:00:00
TICK00277,CUST0073,TECH0081,NODE0032,Low,Closed,Hardware Failure,2023-10-18 00:00:00,2023-11-07 00:00:00
TICK00278,CUST0174,TECH0118,NODE0061,Medium,Open,Service Outage,2024-01-13 00:00:00,
TICK00279,CUST0191,TECH0014,NODE0033,High,Open,Configuration,2024-01-19 00:00:00,
TICK00280,CUST0071,TECH0158,NODE0179,Critical,In Progress,Billing,2023-12-26 00:00:00,
TICK00281,CUST0076,TECH0060,NODE0171,Low,Closed,Connectivity,2023-12-27 00:00:00,2024-01-17 00:00:00
TICK00282,CUST0086,TECH0008,NODE0193,Medium,Open,Hardware Failure,2024-03-26 00:00:00,
TICK00283,CUST0180,TECH0038,NODE0004,High,Resolved,Service Outage,2023-12-13 00:00:00,2024-01-11 00:00:00
TICK00284,CUST0080,TECH0111,NODE0054,Critical,Closed,Configuration,2023-11-04 00:00:00,2023-11-15 00:00:00
TICK00285,CUST0144,TECH0149,NODE0028,Low,Resolved,Billing,2023-12-03 00:00:00,2023-12-11 00:00:00
TICK00286,CUST0159,TECH0163,NODE0103,Medium,Resolved,Connectivity,2024-02-19 00:00:00,2024-02-22 00:00:00
TICK00287,CUST0122,TECH0086,NODE0011,High,In Progress,Hardware Failure,2023-10-26 00:00:00,
TICK00288,CUST0088,TECH0155,NODE0157,Critical,In Progress,Service Outage,2023-10-12 00:00:00,
TICK00289,CUST0157,TECH0059,NODE0011,Low,Resolved,Configuration,2023-10-06 00:00:00,2023-10-14 00:00:00
TICK00290,CUST0081,TECH0093,NODE0111,Medium,In Progress,Billing,2024-03-27 00:00:00,
TICK00291,CUST0111,TECH0044,NODE0132,High,Resolved,Connectivity,2024-01-11 00:00:00,2024-02-03 00:00:00
TICK00292,CUST0147,TECH0101,NODE0089,Critical,In Progress,Hardware Failure,2024-03-08 00:00:00,
TICK00293,CUST0041,TECH0077,NODE0084,Low,In Progress,Service Outage,2024-01-01 00:00:00,
TICK00294,CUST0065,TECH0198,NODE0044,Medium,Closed,Configuration,2023-12-25 00:00:00,2024-01-01 00:00:00
TICK00295,CUST0173,TECH0045,NODE0033,High,Resolved,Billing,2024-01-18 00:00:00,2024-01-20 00:00:00
TICK00296,CUST0095,TECH0113,NODE0131,Critical,Open,Connectivity,2023-10-14 00:00:00,
TICK00297,CUST0119,TECH0121,NODE0151,Low,Closed,Hardware Failure,2024-03-13 00:00:00,2024-03-25 00:00:00
TICK00298,CUST0034,TECH0026,NODE0115,Medium,Resolved,Service Outage,2023-11-24 00:00:00,2023-12-13 00:00:00
TICK00299,CUST0147,TECH0068,NODE0128,High,Open,Configuration,2023-11-16 00:00:00,
TICK00300,CUST0173,TECH0124,NODE0142,Critical,In Progress,Billing,2023-11-13 00:00:00,
TICK00301,CUST0137,TECH0064,NODE0080,Low,Open,Connectivity,2024-03-28 00:00:00,
TICK00302,CUST0189,TECH0120,NODE0001,Medium,Resolved,Hardware Failure,2024-02-24 00:00:00,2024-03-08 00:00:00
TICK00303,CUST0088,TECH0082,NODE0029,High,Open,Service Outage,2024-03-24 00:00:00,
TICK00304,CUST0043,TECH0177,NODE0013,Critical,Resolved,Configuration,2024-01-24 00:00:00,2024-02-01 00:00:00
TICK00305,CUST0091,TECH0041,NODE0027,Low,Resolved,Billing,2024-03-30 00:00:00,2024-03-31 00:00:00
TICK00306,CUST0017,TECH0081,NODE0072,Medium,Open,Connectivity,2023-11-22 00:00:00,
TICK00307,CUST0156,TECH0156,NODE0010,High,Resolved,Hardware Failure,2024-03-21 00:00:00,2024-03-31 00:00:00
TICK00308,CUST0071,TECH0101,NODE0065,Critical,In Progress,Service Outage,2023-10-16 00:00:00,
TICK00309,CUST0114,TECH0049,NODE0092,Low,Resolved,Configuration,2023-11-17 00:00:00,2023-12-14 00:00:00
TICK00310,CUST0167,TECH0090,NODE0043,Medium,Closed,Billing,2024-02-05 00:00:00,2024-02-19 00:00:00
TICK00311,CUST0196,TECH0187,NODE0154,High,In Progress,Connectivity,2023-11-22 00:00:00,
TICK00312,CUST0166,TECH0152,NODE0172,Critical,Resolved,Hardware Failure,2024-02-21 00:00:00,2024-03-08 00:00:00
TICK00313,CUST0157,TECH0118,NODE0045,Low,Resolved,Service Outage,2024-03-26 00:00:00,2024-03-31 00:00:00
TICK00314,CUST0111,TECH0131,NODE0022,Medium,Resolved,Configuration,2024-01-06 00:00:00,2024-02-03 00:00:00
TICK00315,CUST0097,TECH0183,NODE0117,High,Open,Billing,2023-12-05 00:00:00,
TICK00316,CUST0120,TECH0191,NODE0036,Critical,Resolved,Connectivity,2023-12-06 00:00:00,2023-12-15 00:00:00
TICK00317,CUST0103,TECH0111,NODE0065,Low,In Progress,Hardware Failure,2023-12-11 00:00:00,
TICK00318,CUST0187,TECH0186,NODE0178,Medium,Closed,Service Outage,2024-01-05 00:00:00,2024-01-26 00:00:00
TICK00319,CUST0198,TECH0008,NODE0196,High,Resolved,Configuration,2024-02-27 00:00:00,2024-03-01 00:00:00
TICK00320,CUST0161,TECH0114,NODE0051,Critical,Open,Billing,2024-02-23 00:00:00,
TICK00321,CUST0137,TECH0148,NODE0180,Low,In Progress,Connectivity,2023-10-04 00:00:00,
TICK00322,CUST0187,TECH0123,NODE0006,Medium,Resolved,Hardware Failure,2024-03-09 00:00:00,2024-03-26 00:00:00
TICK00323,CUST0134,TECH0107,NODE0198,High,In Progress,Service Outage,2024-02-24 00:00:00,
TICK00324,CUST0139,TECH0193,NODE0060,Critical,In Progress,Configuration,2023-10-11 00:00:00,
TICK00325,CUST0007,TECH0100,NODE0111,Low,In Progress,Billing,2024-01-05 00:00:00,
TICK00326,CUST0076,TECH0120,NODE0019,Medium,In Progress,Connectivity,2023-10-25 00:00:00,
TICK00327,CUST0024,TECH0039,NODE0143,High,In Progress,Hardware Failure,2023-12-25 00:00:00,
TICK00328,CUST0018,TECH0017,NODE0177,Critical,Resolved,Service Outage,2023-10-31 00:00:00,2023-11-26 00:00:00
TICK00329,CUST0116,TECH0024,NODE0192,Low,Closed,Configuration,2023-12-17 00:00:00,2023-12-23 00:00:00
TICK00330,CUST0087,TECH0119,NODE0024,Medium,In Progress,Billing,2024-01-03 00:00:00,
TICK00331,CUST0100,TECH0191,NODE0029,High,Open,Connectivity,2024-03-23 00:00:00,
TICK00332,CUST0186,TECH0136,NODE0037,Critical,Resolved,Hardware Failure,2023-11-12 00:00:00,2023-11-25 00:00:00
TICK00333,CUST0123,TECH0049,NODE0028,Low,Resolved,Service Outage,2023-12-28 00:00:00,2024-01-02 00:00:00
TICK00334,CUST0186,TECH0113,NODE0134,Medium,In Progress,Configuration,2024-02-23 00:00:00,
TICK00335,CUST0116,TECH0149,NODE0008,High,Open,Billing,2023-12-25 00:00:00,
TICK00336,CUST0097,TECH0062,NODE0046,Critical,Open,Connectivity,2024-03-22 00:00:00,
TICK00337,CUST0002,TECH0044,NODE0093,Low,In Progress,Hardware Failure,2023-11-14 00:00:00,
TICK00338,CUST0069,TECH0052,NODE0079,Medium,In Progress,Service Outage,2024-01-01 00:00:00,
TICK00339,CUST0074,TECH0116,NODE0046,High,Open,Configuration,2023-10-21 00:00:00,
TICK00340,CUST0183,TECH0106,NODE0043,Critical,Resolved,Billing,2023-10-28 00:00:00,2023-10-29 00:00:00
TICK00341,CUST0017,TECH0109,NODE0066,Low,In Progress,Connectivity,2024-01-28 00:00:00,
TICK00342,CUST0186,TECH0090,NODE0010,Medium,In Progress,Hardware Failure,2023-10-13 00:00:00,
TICK00343,CUST0170,TECH0029,NODE0182,High,Resolved,Service Outage,2024-03-09 00:00:00,2024-03-30 00:00:00
TICK00344,CUST0031,TECH0147,NODE0127,Critical,Open,Configuration,2023-11-29 00:00:00,
TICK00345,CUST0146,TECH0149,NODE0073,Low,Open,Billing,2024-03-30 00:00:00,
TICK00346,CUST0199,TECH0069,NODE0029,Medium,Resolved,Connectivity,2024-03-22 00:00:00,2024-03-31 00:00:00
TICK00347,CUST0066,TECH0174,NODE0175,High,Resolved,Hardware Failure,2023-10-12 00:00:00,2023-11-04 00:00:00
TICK00348,CUST0042,TECH0104,NODE0097,Critical,Resolved,Service Outage,2024-01-03 00:00:00,2024-01-14 00:00:00
TICK00349,CUST0181,TECH0054,NODE0173,Low,Open,Configuration,2023-11-07 00:00:00,
TICK00350,CUST0055,TECH0048,NODE0071,Medium,Resolved,Billing,2024-03-10 00:00:00,2024-03-21 00:00:00
TICK00351,CUST0084,TECH0008,NODE0166,High,Open,Connectivity,2023-10-26 00:00:00,
TICK00352,CUST0053,TECH0082,NODE0133,Critical,In Progress,Hardware Failure,2023-11-11 00:00:00,
TICK00353,CUST0088,TECH0132,NODE0130,Low,In Progress,Service Outage,2023-10-01 00:00:00,
TICK00354,CUST0158,TECH0144,NODE0048,Medium,Resolved,Configuration,2024-03-14 00:00:00,2024-03-30 00:00:00
TICK00355,CUST0029,TECH0074,NODE0124,High,Resolved,Billing,2024-02-04 00:00:00,2024-02-29 00:00:00
TICK00356,CUST0165,TECH0037,NODE0032,Critical,In Progress,Connectivity,2024-01-12 00:00:00,
TICK00357,CUST0114,TECH0015,NODE0092,Low,Open,Hardware Failure,2024-03-10 00:00:00,
TICK00358,CUST0181,TECH0065,NODE0093,Medium,Closed,Service Outage,2024-01-04 00:00:00,2024-01-30 00:00:00
TICK00359,CUST0142,TECH0114,NODE0093,High,Open,Configuration,2024-01-20 00:00:00,
TICK00360,CUST0057,TECH0016,NODE0096,Critical,In Progress,Billing,2023-12-06 00:00:00,
TICK00361,CUST0012,TECH0025,NODE0090,Low,Open,Connectivity,2024-02-29 00:00:00,
TICK00362,CUST0058,TECH0163,NODE0051,Medium,Closed,Hardware Failure,2024-01-22 00:00:00,2024-02-19 00:00:00
TICK00363,CUST0112,TECH0064,NODE0093,High,Resolved,Service Outage,2023-10-04 00:00:00,2023-11-01 00:00:00
TICK00364,CUST0113,TECH0076,NODE0173,Critical,Resolved,Configuration,2023-11-16 00:00:00,2023-12-13 00:00:00
TICK00365,CUST0014,TECH0033,NODE0080,Low,Resolved,Billing,2023-11-30 00:00:00,2023-12-08 00:00:00
TICK00366,CUST0029,TECH0096,NODE0187,Medium,Closed,Connectivity,2024-01-19 00:00:00,2024-02-10 00:00:00
TICK00367,CUST0147,TECH0159,NODE0142,High,Closed,Hardware Failure,2024-01-16 00:00:00,2024-01-31 00:00:00
TICK00368,CUST0121,TECH0059,NODE0193,Critical,Open,Service Outage,2024-03-22 00:00:00,
TICK00369,CUST0095,TECH0007,NODE0169,Low,Resolved,Configuration,2024-01-19 00:00:00,2024-01-27 00:00:00
TICK00370,CUST0137,TECH0077,NODE0090,Medium,Resolved,Billing,2023-11-30 00:00:00,2023-12-22 00:00:00
TICK00371,CUST0005,TECH0197,NODE0155,High,Resolved,Connectivity,2023-10-16 00:00:00,2023-10-29 00:00:00
TICK00372,CUST0001,TECH0194,NODE0132,Critical,Resolved,Hardware Failure,2024-03-21 00:00:00,2024-03-26 00:00:00
TICK00373,CUST0031,TECH0115,NODE0089,Low,Resolved,Service Outage,2023-11-19 00:00:00,2023-12-12 00:00:00
TICK00374,CUST0113,TECH0060,NODE0104,Medium,Resolved,Configuration,2024-01-04 00:00:00,2024-01-07 00:00:00
TICK00375,CUST0027,TECH0039,NODE0085,High,In Progress,Billing,2023-10-01 00:00:00,
TICK00376,CUST0199,TECH0033,NODE0112,Critical,Open,Connectivity,2023-10-19 00:00:00,
TICK00377,CUST0119,TECH0187,NODE0053,Low,Open,Hardware Failure,2024-03-06 00:00:00,
TICK00378,CUST0053,TECH0116,NODE0109,Medium,Resolved,Service Outage,2023-11-10 00:00:00,2023-12-09 00:00:00
TICK00379,CUST0180,TECH0115,NODE0130,High,Resolved,Configuration,2023-12-19 00:00:00,2024-01-04 00:00:00
TICK00380,CUST0139,TECH0097,NODE0069,Critical,In Progress,Billing,2024-01-29 00:00:00,
TICK00381,CUST0160,TECH0120,NODE0060,Low,Resolved,Connectivity,2024-01-11 00:00:00,2024-01-22 00:00:00
TICK00382,CUST0198,TECH0074,NODE0029,Medium,Closed,Hardware Failure,2024-02-15 00:00:00,2024-02-24 00:00:00
TICK00383,CUST0192,TECH0077,NODE0193,High,In Progress,Service Outage,2023-10-09 00:00:00,
TICK00384,CUST0102,TECH0079,NODE0141,Critical,Open,Configuration,2024-02-05 00:00:00,
TICK00385,CUST0123,TECH0061,NODE0025,Low,Resolved,Billing,2023-11-20 00:00:00,2023-12-05 00:00:00
TICK00386,CUST0181,TECH0073,NODE0184,Medium,In Progress,Connectivity,2023-12-02 00:00:00,
TICK00387,CUST0014,TECH0188,NODE0087,High,Resolved,Hardware Failure,2024-01-22 00:00:00,2024-01-26 00:00:00
TICK00388,CUST0186,TECH0068,NODE0114,Critical,Closed,Service Outage,2024-01-12 00:00:00,2024-02-04 00:00:00
TICK00389,CUST0034,TECH0066,NODE0023,Low,Open,Configuration,2023-12-18 00:00:00,
TICK00390,CUST0200,TECH0144,NODE0034,Medium,Resolved,Billing,2024-02-09 00:00:00,2024-03-08 00:00:00
TICK00391,CUST0015,TECH0046,NODE0175,High,Resolved,Connectivity,2024-03-20 00:00:00,2024-03-28 00:00:00
TICK00392,CUST0041,TECH0114,NODE0131,Critical,In Progress,Hardware Failure,2023-10-07 00:00:00,
TICK00393,CUST0117,TECH0126,NODE0163,Low,In Progress,Service Outage,2024-01-17 00:00:00,
TICK00394,CUST0011,TECH0077,NODE0129,Medium,Open,Configuration,2024-02-03 00:00:00,
TICK00395,CUST0132,TECH0029,NODE0157,High,Open,Billing,2024-02-07 00:00:00,
TICK00396,CUST0115,TECH0138,NODE0165,Critical,Open,Connectivity,2024-01-11 00:00:00,
TICK00397,CUST0112,TECH0104,NODE0060,Low,In Progress,Hardware Failure,2024-03-27 00:00:00,
TICK00398,CUST0004,TECH0009,NODE0130,Medium,Resolved,Service Outage,2023-11-20 00:00:00,2023-12-05 00:00:00
TICK00399,CUST0133,TECH0158,NODE0046,High,Resolved,Configuration,2023-12-08 00:00:00,2023-12-28 00:00:00
