ticket_id,customer_id,technician_id,node_id,priority,status,issue_type,date_created,date_resolved
TICK00799,CUST0003,TECH0018,NODE0168,High,Open,Configuration,2024-02-14 00:00:00,
TICK00800,CUST0200,TECH0197,NODE0101,Critical,In Progress,Billing,2023-10-05 00:00:00,
TICK00801,CUST0085,TECH0005,NODE0136,Low,In Progress,Connectivity,2024-02-26 00:00:00,
TICK00802,CUST0007,TECH0132,NODE0140,Medium,In Progress,Hardware Failure,2024-01-26 00:00:00,
TICK00803,CUST0184,TECH0169,NODE0043,High,In Progress,Service Outage,2023-12-13 00:00:00,
TICK00804,CUST0047,TECH0122,NODE0130,Critical,Closed,Configuration,2023-10-23 00:00:00,2023-11-16 00:00:00
TICK00805,CUST0013,TECH0053,NODE0139,Low,Open,Billing,2023-11-01 00:00:00,
TICK00806,CUST0008,TECH0073,NODE0109,Medium,Open,Connectivity,2023-12-06 00:00:00,
TICK00807,CUST0030,TECH0157,NODE0021,High,Resolved,Hardware Failure,2023-10-23 00:00:00,2023-11-20 00:00:00
TICK00808,CUST0169,TECH0041,NODE0114,Critical,Open,Service Outage,2024-01-22 00:00:00,
TICK00809,CUST0114,TECH0064,NODE0117,Low,In Progress,Configuration,2023-11-15 00:00:00,
TICK00810,CUST0080,TECH0033,NODE0179,Medium,Resolved,Billing,2024-01-03 00:00:00,2024-01-10 00:00:00
TICK00811,CUST0081,TECH0122,NODE0140,High,Resolved,Connectivity,2023-10-16 00:00:00,2023-10-28 00:00:00
TICK00812,CUST0014,TECH0090,NODE0117,Critical,Open,Hardware Failure,2023-12-16 00:00:00,
TICK00813,CUST0079,TECH0166,NODE0122,Low,Resolved,Service Outage,2024-02-06 00:00:00,2024-02-15 00:00:00
TICK00814,CUST0158,TECH0007,NODE0163,Medium,In Progress,Configuration,2024-02-19 00:00:00,
TICK00815,CUST0043,TECH0050,NODE0054,High,In Progress,Billing,2024-03-13 00:00:00,
TICK00816,CUST0071,TECH0068,NODE0030,Critical,In Progress,Connectivity,2024-03-07 00:00:00,
TICK00817,CUST0109,TECH0147,NODE0138,Low,Resolved,Hardware Failure,2023-11-18 00:00:00,2023-12-14 00:00:00
TICK00818,CUST0069,TECH0080,NODE0130,Medium,In Progress,Service Outage,2024-03-01 00:00:00,
TICK00819,CUST0168,TECH0067,NODE0163,High,Open,Configuration,2023-10-05 00:00:00,
TICK00820,CUST0091,TECH0156,NODE0015,Critical,Resolved,Billing,2023-12-25 00:00:00,2024-01-13 00:00:00
TICK00821,CUST0115,TECH0024,NODE0017,Low,Resolved,Connectivity,2024-02-16 00:00:00,2024-03-16 00:00:00
TICK00822,CUST0091,TECH0065,NODE0001,Medium,Open,Hardware Failure,2023-12-21 00:00:00,
TICK00823,CUST0054,TECH0031,NODE0084,High,In Progress,Service Outage,2024-01-23 00:00:00,
TICK00824,CUST0197,TECH0097,NODE0161,Critical,Resolved,Configuration,2024-01-14 00:00:00,2024-02-02 00:00:00
TICK00825,CUST0011,TECH0152,NODE0099,Low,Closed,Billing,2023-10-04 00:00:00,2023-10-16 00:00:00
TICK00826,CUST0181,TECH0010,NODE0015,Medium,Resolved,Connectivity,2024-01-17 00:00:00,2024-01-31 00:00:00
TICK00827,CUST0093,TECH0070,NODE0167,High,Closed,Hardware Failure,2023-10-29 00:00:00,2023-11-17 00:00:00
TICK00828,CUST0173,TECH0001,NODE0002,Critical,In Progress,Service Outage,2023-12-03 00:00:00,
TICK00829,CUST0001,TECH0008,NODE0191,Low,In Progress,Configuration,2024-03-05 00:00:00,
TICK00830,CUST0154,TECH0008,NODE0004,Medium,Resolved,Billing,2023-10-02 00:00:00,2023-10-26 00:00:00
TICK00831,CUST0068,TECH0147,NODE0147,High,Closed,Connectivity,2024-02-09 00:00:00,2024-03-01 00:00:00
TICK00832,CUST0052,TECH0073,NODE0137,Critical,Open,Hardware Failure,2023-12-20 00:00:00,
TICK00833,CUST0012,TECH0085,NODE0067,Low,Closed,Service Outage,2023-12-16 00:00:00,2024-01-13 00:00:00
TICK00834,CUST0175,TECH0177,NODE0192,Medium,Resolved,Configuration,2023-10-23 00:00:00,2023-11-14 00:00:00
TICK00835,CUST0114,TECH0153,NODE0022,High,Resolved,Billing,2023-10-02 00:00:00,2023-10-23 00:00:00
TICK00836,CUST0139,TECH0112,NODE0079,Critical,Resolved,Connectivity,2024-03-29 00:00:00,2024-03-31 00:00:00
TICK00837,CUST0113,TECH0138,NODE0167,Low,Open,Hardware Failure,2023-12-17 00:00:00,
TICK00838,CUST0099,TECH0139,NODE0010,Medium,Closed,Service Outage,2024-03-26 00:00:00,2024-03-31 00:00:00
TICK00839,CUST0146,TECH0171,NODE0023,High,Resolved,Configuration,2024-01-24 00:00:00,2024-02-19 00:00:00
TICK00840,CUST0078,TECH0026,NODE0176,Critical,Resolved,Billing,2023-11-24 00:00:00,2023-12-03 00:00:00
TICK00841,CUST0199,TECH0163,NODE0012,Low,Open,Connectivity,2024-02-19 00:00:00,
TICK00842,CUST0113,TECH0059,NODE0123,Medium,Closed,Hardware Failure,2023-11-29 00:00:00,2023-12-05 00:00:00
TICK00843,CUST0174,TECH0071,NODE0123,High,Resolved,Service Outage,2024-01-22 00:00:00,2024-02-06 00:00:00
TICK00844,CUST0066,TECH0081,NODE0145,Critical,Closed,Configuration,2024-01-12 00:00:00,2024-02-03 00:00:00
TICK00845,CUST0101,TECH0015,NODE0121,Low,In Progress,Billing,2023-12-12 00:00:00,
TICK00846,CUST0042,TECH0073,NODE0091,Medium,In Progress,Connectivity,2024-01-16 00:00:00,
TICK00847,CUST0057,TECH0125,NODE0020,High,Closed,Hardware Failure,2023-11-26 00:00:00,2023-12-09 00:00:00
TICK00848,CUST0104,TECH0187,NODE0091,Critical,Resolved,Service Outage,2024-01-16 00:00:00,2024-02-02 00:00:00
TICK00849,CUST0115,TECH0051,NODE0191,Low,Open,Configuration,2024-01-22 00:00:00,
TICK00850,CUST0105,TECH0186,NODE0101,Medium,Open,Billing,2024-02-28 00:00:00,
TICK00851,CUST0035,TECH0188,NODE0156,High,Open,Connectivity,2024-01-22 00:00:00,
TICK00852,CUST0162,TECH0156,NODE0122,Critical,Resolved,Hardware Failure,2024-01-17 00:00:00,2024-02-16 00:00:00
TICK00853,CUST0150,TECH0030,NODE0058,Low,In Progress,Service Outage,2024-03-05 00:00:00,
TICK00854,CUST0023,TECH0150,NODE0046,Medium,Open,Configuration,2023-10-05 00:00:00,
TICK00855,CUST0098,TECH0018,NODE0059,High,Open,Billing,2024-02-16 00:00:00,
TICK00856,CUST0054,TECH0185,NODE0083,Critical,Resolved,Connectivity,2023-10-06 00:00:00,2023-10-10 00:00:00
TICK00857,CUST0083,TECH0086,NODE0107,Low,In Progress,Hardware Failure,2024-01-22 00:00:00,
TICK00858,CUST0079,TECH0120,NODE0022,Medium,Open,Service Outage,2024-01-18 00:00:00,
TICK00859,CUST0092,TECH0137,NODE0063,High,Open,Configuration,2024-01-16 00:00:00,
TICK00860,CUST0072,TECH0012,NODE0017,Critical,Open,Billing,2023-10-07 00:00:00,
TICK00861,CUST0036,TECH0167,NODE0004,Low,Resolved,Connectivity,2023-10-22 00:00:00,2023-11-14 00:00:00
TICK00862,CUST0034,TECH0054,NODE0065,Medium,Closed,Hardware Failure,2024-01-20 00:00:00,2024-01-30 00:00:00
TICK00863,CUST0133,TECH0173,NODE0142,High,Resolved,Service Outage,2023-10-12 00:00:00,2023-10-16 00:00:00
TICK00864,CUST0173,TECH0103,NODE0113,Critical,Resolved,Configuration,2024-01-12 00:00:00,2024-01-30 00:00:00
TICK00865,CUST0116,TECH0200,NODE0007,Low,Closed,Billing,2024-02-28 00:00:00,2024-03-09 00:00:00
TICK00866,CUST0023,TECH0015,NODE0179,Medium,Resolved,Connectivity,2023-11-25 00:00:00,2023-12-01 00:00:00
TICK00867,CUST0150,TECH0091,NODE0080,High,Closed,Hardware Failure,2024-01-23 00:00:00,2024-02-17 00:00:00
TICK00868,CUST0185,TECH0111,NODE0096,Critical,In Progress,Service Outage,2024-01-01 00:00:00,
TICK00869,CUST0167,TECH0171,NODE0064,Low,In Progress,Configuration,2024-03-26 00:00:00,
TICK00870,CUST0034,TECH0065,NODE0079,Medium,In Progress,Billing,2024-01-07 00:00:00,
TICK00871,CUST0177,TECH0081,NODE0093,High,Open,Connectivity,2023-10-02 00:00:00,
TICK00872,CUST0011,TECH0094,NODE0123,Critical,Open,Hardware Failure,2024-03-20 00:00:00,
TICK00873,CUST0056,TECH0074,NODE0046,Low,Open,Service Outage,2023-12-16 00:00:00,
TICK00874,CUST0022,TECH0055,NODE0198,Medium,In Progress,Configuration,2023-12-30 00:00:00,
TICK00875,CUST0061,TECH0189,NODE0072,High,Resolved,Billing,2024-01-17 00:00:00,2024-01-26 00:00:00
TICK00876,CUST0144,TECH0152,NODE0155,Critical,Open,Connectivity,2024-02-16 00:00:00,
TICK00877,CUST0111,TECH0069,NODE0099,Low,Resolved,Hardware Failure,2024-01-03 00:00:00,2024-01-21 00:00:00
TICK00878,CUST0099,TECH0105,NODE0097,Medium,Resolved,Service Outage,2023-12-12 00:00:00,2023-12-25 00:00:00
TICK00879,CUST0082,TECH0097,NODE0147,High,Open,Configuration,2023-11-23 00:00:00,
TICK00880,CUST0039,TECH0096,NODE0041,Critical,Resolved,Billing,2024-03-01 00:00:00,2024-03-22 00:00:00
TICK00881,CUST0119,TECH0106,NODE0169,Low,Open,Connectivity,2023-12-20 00:00:00,
TICK00882,CUST0118,TECH0023,NODE0141,Medium,Open,Hardware Failure,2023-10-20 00:00:00,
TICK00883,CUST0037,TECH0169,NODE0126,High,Closed,Service Outage,2023-11-12 00:00:00,2023-11-18 00:00:00
TICK00884,CUST0185,TECH0097,NODE0098,Critical,In Progress,Configuration,2024-01-31 00:00:00,
TICK00885,CUST0075,TECH0069,NODE0152,Low,Open,Billing,2023-11-03 00:00:00,
TICK00886,CUST0012,TECH0133,NODE0134,Medium,Resolved,Connectivity,2023-12-11 00:00:00,2024-01-01 00:00:00
TICK00887,CUST0009,TECH0097,NODE0012,High,In Progress,Hardware Failure,2023-11-09 00:00:00,
TICK00888,CUST0152,TECH0200,NODE0005,Critical,Closed,Service Outage,2024-02-23 00:00:00,2024-03-16 00:00:00
TICK00889,CUST0011,TECH0117,NODE0146,Low,Resolved,Configuration,2024-02-11 00:00:00,2024-02-16 00:00:00
TICK00890,CUST0179,TECH0193,NODE0192,Medium,Open,Billing,2024-01-13 00:00:00,
TICK00891,CUST0140,TECH0136,NODE0081,High,In Progress,Connectivity,2023-12-04 00:00:00,
TICK00892,CUST0161,TECH0146,NODE0189,Critical,Open,Hardware Failure,2023-10-11 00:00:00,
TICK00893,CUST0129,TECH0007,NODE0190,Low,Resolved,Service Outage,2023-12-23 00:00:00,2024-01-20 00:00:00
TICK00894,CUST0116,TECH0042,NODE0087,Medium,Open,Configuration,2024-03-22 00:00:00,
TICK00895,CUST0103,TECH0119,NODE0061,High,Resolved,Billing,2024-03-19 00:00:00,2024-03-31 00:00:00
TICK00896,CUST0094,TECH0087,NODE0185,Critical,In Progress,Connectivity,2023-12-28 00:00:00,
TICK00897,CUST0056,TECH0065,NODE0122,Low,Open,Hardware Failure,2024-02-11 00:00:00,
TICK00898,CUST0170,TECH0062,NODE0174,Medium,In Progress,Service Outage,2023-12-18 00:00:00,
TICK00899,CUST0156,TECH0111,NODE0128,High,In Progress,Configuration,2023-12-03 00:00:00,
TICK00900,CUST0185,TECH0032,NODE0014,Critical,Closed,Billing,2023-11-19 00:00:00,2023-11-24 00:00:00
TICK00901,CUST0131,TECH0129,NODE0185,Low,Closed,Connectivity,2023-11-29 00:00:00,2023-12-16 00:00:00
TICK00902,CUST0034,TECH0018,NODE0094,Medium,In Progress,Hardware Failure,2023-10-05 00:00:00,
TICK00903,CUST0089,TECH0129,NODE0123,High,Open,Service Outage,2024-03-22 00:00:00,
TICK00904,CUST0063,TECH0001,NODE0113,Critical,Resolved,Configuration,2023-12-24 00:00:00,2024-01-19 00:00:00
TICK00905,CUST0078,TECH0030,NODE0131,Low,In Progress,Billing,2023-10-30 00:00:00,
TICK00906,CUST0063,TECH0092,NODE0152,Medium,Open,Connectivity,2023-12-08 00:00:00,
TICK00907,CUST0075,TECH0007,NODE0153,High,Resolved,Hardware Failure,2024-01-04 00:00:00,2024-01-10 00:00:00
TICK00908,CUST0041,TECH0194,NODE0139,Critical,Resolved,Service Outage,2024-02-24 00:00:00,2024-03-08 00:00:00
TICK00909,CUST0064,TECH0189,NODE0081,Low,In Progress,Configuration,2023-12-01 00:00:00,
TICK00910,CUST0119,TECH0097,NODE0128,Medium,Resolved,Billing,2024-02-15 00:00:00,2024-03-13 00:00:00
TICK00911,CUST0010,TECH0056,NODE0100,High,In Progress,Connectivity,2023-12-05 00:00:00,
TICK00912,CUST0149,TECH0135,NODE0131,Critical,Open,Hardware Failure,2023-11-13 00:00:00,
TICK00913,CUST0044,TECH0008,NODE0044,Low,Open,Service Outage,2024-02-27 00:00:00,
TICK00914,CUST0024,TECH0035,NODE0151,Medium,Resolved,Configuration,2023-12-23 00:00:00,2023-12-31 00:00:00
TICK00915,CUST0166,TECH0147,NODE0156,High,Resolved,Billing,2023-10-12 00:00:00,2023-10-18 00:00:00
TICK00916,CUST0080,TECH0140,NODE0110,Critical,Resolved,Connectivity,2024-02-05 00:00:00,2024-03-05 00:00:00
TICK00917,CUST0066,TECH0029,NODE0119,Low,In Progress,Hardware Failure,2024-03-27 00:00:00,
TICK00918,CUST0137,TECH0069,NODE0088,Medium,Open,Service Outage,2023-10-21 00:00:00,
TICK00919,CUST0138,TECH0142,NODE0153,High,In Progress,Configuration,2023-12-09 00:00:00,
TICK00920,CUST0141,TECH0039,NODE0172,Critical,Resolved,Billing,2023-11-28 00:00:00,2023-11-30 00:00:00
TICK00921,CUST0015,TECH0113,NODE0081,Low,Open,Connectivity,2024-03-30 00:00:00,
TICK00922,CUST0026,TECH0157,NODE0075,Medium,In Progress,Hardware Failure,2024-03-10 00:00:00,
TICK00923,CUST0005,TECH0060,NODE0187,High,In Progress,Service Outage,2023-11-25 00:00:00,
TICK00924,CUST0192,TECH0168,NODE0113,Critical,Open,Configuration,2023-12-24 00:00:00,
TICK00925,CUST0034,TECH0029,NODE0189,Low,Open,Billing,2024-01-27 00:00:00,
TICK00926,CUST0176,TECH0099,NODE0156,Medium,In Progress,Connectivity,2024-01-27 00:00:00,
TICK00927,CUST0128,TECH0110,NODE0094,High,Resolved,Hardware Failure,2023-11-09 00:00:00,2023-11-19 00:00:00
TICK00928,CUST0124,TECH0024,NODE0162,Critical,Closed,Service Outage,2023-10-07 00:00:00,2023-11-02 00:00:00
TICK00929,CUST0104,TECH0076,NODE0199,Low,Resolved,Configuration,2024-01-17 00:00:00,2024-02-13 00:00:00
TICK00930,CUST0139,TECH0013,NODE0092,Medium,Resolved,Billing,2024-02-21 00:00:00,2024-03-13 00:00:00
TICK00931,CUST0008,TECH0158,NODE0072,High,Resolved,Connectivity,2024-03-27 00:00:00,2024-03-31 00:00:00
TICK00932,CUST0019,TECH0129,NODE0072,Critical,In Progress,Hardware Failure,2024-01-08 00:00:00,
TICK00933,CUST0187,TECH0153,NODE0034,Low,Open,Service Outage,2024-02-27 00:00:00,
TICK00934,CUST0125,TECH0191,NODE0008,Medium,Resolved,Configuration,2023-12-17 00:00:00,2023-12-24 00:00:00
TICK00935,CUST0028,TECH0110,NODE0054,High,Resolved,Billing,2023-11-26 00:00:00,2023-12-18 00:00:00
TICK00936,CUST0015,TECH0086,NODE0071,Critical,Resolved,Connectivity,2023-12-21 00:00:00,2024-01-12 00:00:00
TICK00937,CUST0084,TECH0047,NODE0168,Low,In Progress,Hardware Failure,2023-11-24 00:00:00,
TICK00938,CUST0176,TECH0149,NODE0042,Medium,Resolved,Service Outage,2024-03-11 00:00:00,2024-03-30 00:00:00
TICK00939,CUST0184,TECH0158,NODE0055,High,In Progress,Configuration,2024-01-14 00:00:00,
TICK00940,CUST0106,TECH0025,NODE0079,Critical,In Progress,Billing,2023-12-13 00:00:00,
TICK00941,CUST0115,TECH0054,NODE0039,Low,Open,Connectivity,2024-02-02 00:00:00,
TICK00942,CUST0165,TECH0003,NODE0044,Medium,Resolved,Hardware Failure,2023-11-26 00:00:00,2023-12-24 00:00:00
TICK00943,CUST0121,TECH0002,NODE0112,High,Closed,Service Outage,2024-03-29 00:00:00,2024-03-31 00:00:00
TICK00944,CUST0138,TECH0090,NODE0071,Critical,Resolved,Configuration,2023-12-15 00:00:00,2024-01-11 00:00:00
TICK00945,CUST0031,TECH0086,NODE0012,Low,In Progress,Billing,2024-01-07 00:00:00,
TICK00946,CUST0196,TECH0155,NODE0118,Medium,Open,Connectivity,2024-03-05 00:00:00,
TICK00947,CUST0083,TECH0085,NODE0059,High,Open,Hardware Failure,2024-03-19 00:00:00,
TICK00948,CUST0082,TECH0028,NODE0145,Critical,In Progress,Service Outage,2023-11-07 00:00:00,
TICK00949,CUST0059,TECH0012,NODE0042,Low,Closed,Configuration,2023-11-09 00:00:00,2023-12-06 00:00:00
TICK00950,CUST0101,TECH0049,NODE0067,Medium,Resolved,Billing,2024-02-02 00:00:00,2024-02-11 00:00:00
TICK00951,CUST0103,TECH0143,NODE0127,High,Resolved,Connectivity,2024-03-06 00:00:00,2024-03-07 00:00:00
TICK00952,CUST0033,TECH0126,NODE0059,Critical,In Progress,Hardware Failure,2024-02-24 00:00:00,
TICK00953,CUST0029,TECH0042,NODE0189,Low,In Progress,Service Outage,2023-10-13 00:00:00,
TICK00954,CUST0048,TECH0013,NODE0044,Medium,Resolved,Configuration,2024-03-15 00:00:00,2024-03-29 00:00:00
TICK00955,CUST0146,TECH0087,NODE0120,High,Closed,Billing,2024-01-11 00:00:00,2024-02-06 00:00:00
TICK00956,CUST0160,TECH0112,NODE0143,Critical,In Progress,Connectivity,2023-12-20 00:00:00,
TICK00957,CUST0064,TECH0145,NODE0069,Low,In Progress,Hardware Failure,2024-02-05 00:00:00,
TICK00958,CUST0010,TECH0174,NODE0192,Medium,Resolved,Service Outage,2024-01-14 00:00:00,2024-02-10 00:00:00
TICK00959,CUST0019,TECH0014,NODE0120,High,Resolved,Configuration,2023-10-06 00:00:00,2023-11-01 00:00:00
TICK00960,CUST0187,TECH0015,NODE0183,Critical,In Progress,Billing,2023-10-03 00:00:00,
TICK00961,CUST0009,TECH0088,NODE0104,Low,Open,Connectivity,2024-02-19 00:00:00,
TICK00962,CUST0058,TECH0054,NODE0138,Medium,Open,Hardware Failure,2023-12-14 00:00:00,
TICK00963,CUST0172,TECH0195,NODE0175,High,Resolved,Service Outage,2024-03-18 00:00:00,2024-03-31 00:00:00
TICK00964,CUST0049,TECH0094,NODE0135,Critical,Resolved,Configuration,2023-11-23 00:00:00,2023-11-26 00:00:00
TICK00965,CUST0093,TECH0167,NODE0126,Low,In Progress,Billing,2023-11-25 00:00:00,
TICK00966,CUST0142,TECH0080,NODE0166,Medium,In Progress,Connectivity,2023-12-08 00:00:00,
TICK00967,CUST0073,TECH0058,NODE0121,High,Resolved,Hardware Failure,2024-03-03 00:00:00,2024-03-07 00:00:00
TICK00968,CUST0126,TECH0109,NODE0096,Critical,Open,Service Outage,2024-01-31 00:00:00,
TICK00969,CUST0026,TECH0186,NODE0030,Low,Open,Configuration,2023-12-06 00:00:00,
TICK00970,CUST0016,TECH0184,NODE0143,Medium,Resolved,Billing,2024-01-14 00:00:00,2024-01-19 00:00:00
TICK00971,CUST0074,TECH0068,NODE0053,High,In Progress,Connectivity,2023-12-13 00:00:00,
TICK00972,CUST0012,TECH0096,NODE0170,Critical,Resolved,Hardware Failure,2023-12-28 00:00:00,2024-01-21 00:00:00
TICK00973,CUST0135,TECH0029,NODE0006,Low,Resolved,Service Outage,2023-11-13 00:00:00,2023-12-03 00:00:00
TICK00974,CUST0196,TECH0027,NODE0009,Medium,Closed,Configuration,2024-03-20 00:00:00,2024-03-21 00:00:00
TICK00975,CUST0065,TECH0145,NODE0172,High,Closed,Billing,2023-11-06 00:00:00,2023-11-13 00:00:00
TICK00976,CUST0175,TECH0043,NODE0038,Critical,In Progress,Connectivity,2024-01-28 00:00:00,
TICK00977,CUST0198,TECH0083,NODE0038,Low,Resolved,Hardware Failure,2023-12-20 00:00:00,2024-01-01 00:00:00
TICK00978,CUST0031,TECH0046,NODE0111,Medium,In Progress,Service Outage,2024-01-21 00:00:00,
TICK00979,CUST0009,TECH0151,NODE0033,High,Resolved,Configuration,2024-02-07 00:00:00,2024-02-09 00:00:00
TICK00980,CUST0054,TECH0025,NODE0184,Critical,Resolved,Billing,2023-12-18 00:00:00,2023-12-31 00:00:00
TICK00981,CUST0034,TECH0102,NODE0111,Low,In Progress,Connectivity,2024-03-12 00:00:00,
TICK00982,CUST0177,TECH0037,NODE0126,Medium,Resolved,Hardware Failure,2023-11-15 00:00:00,2023-11-22 00:00:00
TICK00983,CUST0092,TECH0174,NODE0131,High,Resolved,Service Outage,2023-12-16 00:00:00,2024-01-06 00:00:00
TICK00984,CUST0108,TECH0011,NODE0165,Critical,Resolved,Configuration,2023-10-20 00:00:00,2023-10-28 00:00:00
TICK00985,CUST0110,TECH0147,NODE0006,Low,Resolved,Billing,2023-11-23 00:00:00,2023-12-14 00:00:00
TICK00986,CUST0151,TECH0126,NODE0183,Medium,Closed,Connectivity,2023-10-11 00:00:00,2023-10-25 00:00:00
TICK00987,CUST0078,TECH0091,NODE0027,High,In Progress,Hardware Failure,2024-02-28 00:00:00,
TICK00988,CUST0010,TECH0154,NODE0078,Critical,Open,Service Outage,2024-03-29 00:00:00,
TICK00989,CUST0035,TECH0083,NODE0098,Low,In Progress,Configuration,2024-02-28 00:00:00,
TICK00990,CUST0076,TECH0164,NODE0159,Medium,In Progress,Billing,2023-12-04 00:00:00,
TICK00991,CUST0114,TECH0164,NODE0103,High,In Progress,Connectivity,2023-10-15 00:00:00,
TICK00992,CUST0103,TECH0022,NODE0127,Critical,Resolved,Hardware Failure,2023-11-19 00:00:00,2023-12-11 00:00:00
TICK00993,CUST0058,TECH0195,NODE0025,Low,Open,Service Outage,2023-12-28 00:00:00,
TICK00994,CUST0191,TECH0175,NODE0193,Medium,In Progress,Configuration,2023-12-26 00:00:00,
TICK00995,CUST0059,TECH0159,NODE0059,High,In Progress,Billing,2023-11-18 00:00:00,
TICK00996,CUST0199,TECH0038,NODE0166,Critical,Resolved,Connectivity,2023-12-26 00:00:00,2024-01-09 00:00:00
TICK00997,CUST0134,TECH0149,NODE0091,Low,In Progress,Hardware Failure,2023-11-24 00:00:00,
TICK00998,CUST0136,TECH0024,NODE0067,Medium,Resolved,Service Outage,2024-01-09 00:00:00,2024-01-12 00:00:00
TICK00999,CUST0135,TECH0048,NODE0061,High,Resolved,Configuration,2023-10-26 00:00:00,2023-11-10 00:00:00
TICK01000,CUST0047,TECH0158,NODE0061,Critical,Resolved,Billing,2024-01-27 00:00:00,2024-02-06 00:00:00
